informasjonstype,navn,ingress,beskrivelse,kontekstavhengig_beskrivelse,normeringsniva,eif_niva,status,samhandlingstjenester,ansvarlig,dokumenttype,referanse_lenketekst,referanse_url
"Krav og prinsipper ","Mal og veiledning for utfylling av personvernkonsekvensvurdering (DPIA)",,"Dette er en mal og veiledning som skal hjelpe dataansvarlige i helse- og omsorgssektoren med å gjennomføre en vurdering av personvernkonsekvenser (DPIA).",,"Nasjonal veileder","Organisatorisk","Eksisterer","Pasientens journaldokumenter","Helsedirektoratet","HITR","Mal og veiledning for utfylling av personvernkonsekvensvurdering (DPIA)","https://www.helsedirektoratet.no/veiledere/personvernkonsekvensvurdering-dpia-mal"
"Krav og prinsipper ","Veileder om bruk av NS-EN ISO 27269:2022 Helseinformatikk - Oppsummerende pasientopplysninger [The International Patient Summary]",,"Anbefaling for bruk av standarden NS-EN ISO 27269:2022 Helseinformatikk - Oppsummerende pasientopplysninger [The International Patient Summary] i Norge",,"Nasjonal veileder","Semantisk","Eksisterer","Pasientens kritiske informasjon","Helsedirektoratet","HITR","Veileder om bruk av NS-EN ISO 27269:2022 Helseinformatikk - Oppsummerende pasientopplysninger [The International Patient Summary]","https://www.helsedirektoratet.no/veiledere/bruk-av-ips-oppsummerende-pasientopplysninger/Veileder%20om%20bruk%20av%20NS-EN%2027269%20(HITR%201240_2020)%20-%20oppdatert.pdf/_/attachment/inline/25b0585d-431c-44aa-9082-902aef06a218:670fa7ae9de922f8508e694f244df888767e40bb/Veileder%20om%20bruk%20av%20NS-EN%2027269%20(HITR%201240_2020)%20-%20oppdatert.pdf"
"Krav og prinsipper ","Veileder for helse- og omsorgssektoren: Bruk av Digitaliseringsdirektoratets ""Overordnede arkitekturprinsipper for digitalisering av offentlig sektor""",,"Veileder som gir tilleggsforklaringer og anbefalinger for helsesektoren til DigDirs overordnede arkitekturprinsipper, og lenker til relevante ressurser som nettsteder og dokumenter.",,"Nasjonale faglige råd","Organisatorisk","Eksisterer","Pasientens journaldokumenter","Helsedirektoratet","HITR","Veileder for helse- og omsorgssektoren: Bruk av Digitaliseringsdirektoratets ""Overordnede arkitekturprinsipper for digitalisering av offentlig sektor""","https://www.helsedirektoratet.no/faglige-rad/veileder-for-helse-og-omsorgssektoren-bruk-av-digitaliseringsdirektoratets-overordnede-arkitekturprinsipper-for-digitalisering-av-offentlig-sektor/veileder-for-helse-og-omsorgssektoren-bruk-av-digitaliseringsdirektoratets-overordnede-arkitekturprinsipper-for-digitalisering-av-offentlig-sektor.pdf/_/attachment/inline/1453b33b-95cd-4771-b410-9575e0aed84d:8c90091541ba14e6d3fd3d9d13ec5702d48a17ad/Veileder%20for%20helse-%20og%20omsorgssektoren%20-%20Bruk%20av%20Digitaliseringsdirektoratets%20Overordnede%20arkitekturprinsipper%20for%20digitalisering%20av%20offentlig%20sektor.pdf"
"Krav og prinsipper ","Forretningsmessige arkitekturprinsipper for datadeling",,"Disse prinsippene gir organisatoriske føringer for datadeling og handler blant annet om hvordan grensesnitt gjøres tilgjengelige, hvordan de forvaltes og bruk av standarder. Prinsippene er beskrevet i kapittel 4 i referansearkitekturen.",,"Nasjonale faglige råd","Organisatorisk","Eksisterer","Pasientens kritiske informasjon","Helsedirektoratet","HITR","Referansearkitektur for datadeling, se kap 4.3 og 4.4","https://www.helsedirektoratet.no/faglige-rad/referansearkitektur-for-datadeling/referansearkitektur-for-datadeling.pdf/_/attachment/inline/83b90a46-dd31-46ec-80fc-bbf886c4cfa4:c6974e511e5ef3093716e9f0d93287d4fead977f/Referansearkitektur%20for%20datadeling.pdf"
"Krav og prinsipper ","Informasjons- og sikkerhetsprinsipper for datadeling",,"Disse prinsippene gir føringer for informasjonssikkerhet og -innhold ved datadeling  og handler blant annet om autentisering og tillitstjenester. Prinsippene er beskrevet i kapittel 4 i referansearkitekturen. ",,"Nasjonale faglige råd","Semantisk","Eksisterer","Pasientens kritiske informasjon","Helsedirektoratet","HITR","Referansearkitektur for datadeling, se kap 4.3 og 4.4","https://www.helsedirektoratet.no/faglige-rad/referansearkitektur-for-datadeling/referansearkitektur-for-datadeling.pdf/_/attachment/inline/83b90a46-dd31-46ec-80fc-bbf886c4cfa4:c6974e511e5ef3093716e9f0d93287d4fead977f/Referansearkitektur%20for%20datadeling.pdf"
"Krav og prinsipper ","Tekniske arkitekturprinsipper for datadeling",,"Disse prinsippene gir tekniske føringer for datadeling og handler om god praksis for publisering og bruk av APIer. Prinsippene er beskrevet i kapittel 4 i referansearkitekturen. ",,"Nasjonale faglige råd","Teknisk","Eksisterer","Pasientens kritiske informasjon","Helsedirektoratet","HITR","Referansearkitektur for datadeling, se kap 4.3 og 4.4","https://www.helsedirektoratet.no/faglige-rad/referansearkitektur-for-datadeling/referansearkitektur-for-datadeling.pdf/_/attachment/inline/83b90a46-dd31-46ec-80fc-bbf886c4cfa4:c6974e511e5ef3093716e9f0d93287d4fead977f/Referansearkitektur%20for%20datadeling.pdf"
"Krav og prinsipper ","Forretningsmessige arkitekturprinsipper for dokumentdeling",,"Prinsippene gir føringer for det organisatoriske nivået av dokumentdeling og handler om ansvar for bruk og publisering av dokumenter.
Prinsippene er beskrevet i kapittel 6 i målarkitekturen.",,"Nasjonale faglige råd","Organisatorisk","Eksisterer","Pasientens journaldokumenter","Helsedirektoratet","HITR","Målarkitektur for dokumentdeling, se kap. 6.1","https://www.helsedirektoratet.no/faglige-rad/malarkitektur-for-dokumentdeling/malarkitektur-for-dokumentdeling.pdf/_/attachment/inline/189c3c04-6baa-4007-90a5-fb49312d9e1e:e327395240bcaadedde5a2daff935836ccb888b8/Målarkitektur%20for%20dokumentdeling.pdf"
"Samhandlingskomponent ","Dokumentregister (Document Registry)",,"En fellestjeneste i en dokumentdelingsløsning som inneholder alle søkbare metadata om dokumentene inkludert, en peker til det dokumentlageret hvor dokumentet er lagret. Registeret tilbyr søk til alle konsumerende virksomheter. I tillegg tilbyr det et grensesnitt for registering av metadata om et dokument.",,,"Teknisk","Eksisterer","Pasientens journaldokumenter","Det enkelte samarbeidsområdet",,"Målarkitektur for dokumentdeling","https://www.helsedirektoratet.no/faglige-rad/malarkitektur-for-dokumentdeling/malarkitektur-for-dokumentdeling.pdf/_/attachment/inline/189c3c04-6baa-4007-90a5-fb49312d9e1e:e327395240bcaadedde5a2daff935836ccb888b8/Målarkitektur%20for%20dokumentdeling.pdf"
"Samhandlingskomponent ","Koblingspunkt for lokalt/regionalt samarbeidsområde (Clinical Affinity Domain / XCA Gateway)",,"Koblingspunkt som gjør det mulig for andre samarbeidsområder å spørre om og hente dokumenter.",,,"Teknisk","Eksisterer","Pasientens journaldokumenter","Det enkelte samarbeidsområdet",,"Målarkitektur for dokumentdeling","https://www.helsedirektoratet.no/faglige-rad/malarkitektur-for-dokumentdeling/malarkitektur-for-dokumentdeling.pdf/_/attachment/inline/189c3c04-6baa-4007-90a5-fb49312d9e1e:e327395240bcaadedde5a2daff935836ccb888b8/Målarkitektur%20for%20dokumentdeling.pdf"
"Informasjonsmodell ","Rekvirering av medisinske tjenester v1.6",,"Melding for rekvirering av tjenester innen radiologi og laboratoriemedisin",,"Obligatorisk standard","Semantisk","Eksisterer","Pasientens prøvesvar","Helsedirektoratet","HIS","Rekvirering av medisinske tjenester v1.6","https://www.helsedirektoratet.no/standarder/rekvirering-av-medisinske-tjenester-v1.6"
"Informasjonsmodell ","M25.1 Legemidler i bruk (Pasientens legemiddelliste)",,"Meldingsstandard for legemidler i bruk (pasientens legemiddelliste). Dette er beskrevet i M25-meldingsstandardene. Dokumentasjonen inneholder informasjonsmodellen for legemidler i bruk. ",,,"Semantisk",,"Pasientens legemiddelliste","Helsedirektoratet",,"Legemidler i bruk (Pasientens legemiddelliste)","https://www.helsedirektoratet.no/standarder/m25.1-legemidler-i-bruk"
"Informasjonsmodell ","Informasjonsmodell for FEST-katalogen",,"Beskrivelse av informasjonsinnholdet i forskrivnings- og ekspedisjonsstøtte (FEST). Se også ""FEST Implementeringsveiledning"" Fra Direktoratet for medisinske produkter. ",,,"Semantisk","Eksisterer","Pasientens legemiddelliste","Helsedirektoratet",,"Informasjonsmodell for FEST-katalogen","https://www.helsedirektoratet.no/standarder/m30-fest-meldingen"
"Informasjonsmodell ","Svarrapportering av medisinske tjenester v1.4",,"Standard som beskriver den overordnede informasjonsmodellen for elektronisk svarrapportering av medisinske tjenester, og dekker laboratoriesvar og radiologisvar. Standarden brukes ikke selvstendig, kun gjennom profiler, som angitt i lenken.",,"Obligatorisk standard","Semantisk","Eksisterer","Pasientens prøvesvar","Helsedirektoratet","HIS","Svarrapportering av medisinske tjenester v.1.4","https://www.helsedirektoratet.no/standarder/svarrapportering-av-medisinske-tjenester-v1.4"
"Krav og prinsipper ","Informasjons- og sikkerhetsprinsipper for dokumentdeling",,"Prinsippene gir føringer for informasjonssikkerhet og det semantiske nivået av dokumentdeling og handler om ivaretakelse av informasjonssikkerhet, bruk av metadata og versjonshåndtering. Prinsippene er beskrevet i kapittel 6 i målarkitekturen.",,"Nasjonale faglige råd","Semantisk","Eksisterer","Pasientens journaldokumenter","Helsedirektoratet","HITR","Målarkitektur for dokumentdeling, se kap 6.1","https://www.helsedirektoratet.no/faglige-rad/malarkitektur-for-dokumentdeling/malarkitektur-for-dokumentdeling.pdf/_/attachment/inline/189c3c04-6baa-4007-90a5-fb49312d9e1e:e327395240bcaadedde5a2daff935836ccb888b8/Målarkitektur%20for%20dokumentdeling.pdf"
"Krav og prinsipper ","Tekniske arkitekturprinsipper for dokumentdeling",,"Prinsippene gir føringer for det tekniske nivået av dokumentdeling og handler om tilgjengelighet og bruk av tekniske standarder og infrastruktur. Prinsippene er beskrevet i kapittel 6 i målarkitekturen.",,"Nasjonale faglige råd","Teknisk","Eksisterer","Pasientens journaldokumenter","Helsedirektoratet","HITR","Målarkitektur for dokumentdeling, se kap. 6.1","https://www.helsedirektoratet.no/faglige-rad/malarkitektur-for-dokumentdeling/malarkitektur-for-dokumentdeling.pdf/_/attachment/inline/189c3c04-6baa-4007-90a5-fb49312d9e1e:e327395240bcaadedde5a2daff935836ccb888b8/Målarkitektur%20for%20dokumentdeling.pdf"
"Krav og prinsipper ","Målarkitektur for nasjonal dokumentdeling",,"Målarkitekturen har som målsetning å sikre nasjonal dokumentoversikt for alle pasienter, hvor pasienten selv eller personer med fullmakt, samt personell med tjenstlig behov, kan få innsyn i dokumentene.",,"Nasjonale faglige råd","Organisatorisk, Semantisk, Teknisk","Eksisterer","Pasientens journaldokumenter","Helsedirektoratet","HITR","Målarkitektur for dokumentdeling","https://www.helsedirektoratet.no/faglige-rad/malarkitektur-for-dokumentdeling/malarkitektur-for-dokumentdeling.pdf/_/attachment/inline/189c3c04-6baa-4007-90a5-fb49312d9e1e:e327395240bcaadedde5a2daff935836ccb888b8/Målarkitektur%20for%20dokumentdeling.pdf"
"Krav og prinsipper ","Retningslinjer for logging ved data- og dokumentdeling",,"Dokumentet beskriver formål med logging, hvilke hendelser som skal logges og hva som er kravene til logging.",,"Nasjonale faglige råd","Organisatorisk, Semantisk","Eksisterer","Pasientens journaldokumenter","Helsedirektoratet","HITS","Retningslinjer for logging ved data- og dokumentdeling","https://www.helsedirektoratet.no/faglige-rad/retningslinjer-for-logging-ved-data-og-dokumentdeling/retningslinjer-for-logging-ved-data-og-dokumentdeling.pdf/_/attachment/inline/185603dd-9566-4af2-aabf-6a1d032d43cb:bd0e782aa48d6dac7d1c5c23b94eda33e5779fc0/Retningslinjer%20for%20logging%20ved%20data-%20og%20dokumentdeling.pdf"
"Krav og prinsipper ","Veileder om internasjonale standarder på legemiddelområdet",,"Dokumentet beskriver hvilke internasjonale standarder på legemiddelområdet som bør brukes til ulike formål og hvilke tiltak som bør gjennomføres for å sikre at standardene blir tatt i bruk på en enhetlig måte.",,,"Organisatorisk, Semantisk","Eksisterer","Pasientens legemiddelliste","Helsedirektoratet",,"Veileder om internasjonale standarder på legemiddelområdet","https://www.helsedirektoratet.no/rapporter/internasjonale-standarder-for-legemiddelinformasjon/Internasjonale%20standarder%20for%20legemiddelinformasjon%20(HITR%201245_2022).pdf/_/attachment/inline/78878ca9-d1ee-47d3-84e8-6c46782eb8d7:71f70efce58555a635c49180e19c88c43e983735/Internasjonale%20standarder%20for%20legemiddelinformasjon%20(HITR%201245_2022).pdf"
"Kodeverk og terminologi ","Norsk patologikodeverk",,"Norsk patologikodeverk (NORPAT) er et kodeverk som blir benyttet ved patologilaboratorier, innen rettspatologi, i biobankarbeid og for innrapportering til Kreftregisteret. Kodeverket inneholder også et uttrekk koder for aktivitetsregistrering (APAT).",,"Anbefalt standard","Semantisk","Eksisterer","Pasientens prøvesvar","Helsedirektoratet",,"Norsk patologikodeverk","https://www.helsedirektoratet.no/standarder/norsk-patologikodeverk-norpat"
"Kodeverk og terminologi ","Norsk klassifikasjon av radiologiske prosedyrer (NCRP)",,"Kodeverk for radiologi og nukleærmedisin. Kodeverket skal brukes for å dokumentere og skal kunne brukes for å bestille radiologiske tjenester.",,"Obligatorisk standard","Semantisk","Eksisterer","Pasientens prøvesvar","Helsedirektoratet",,"NCRP: Norsk klassifikasjon av radiologiske prosedyrer","https://www.helsedirektoratet.no/digitalisering-og-e-helse/helsefaglige-kodeverk/nkpk"
"Teknisk samhandlingsform ","Samhandlingsform: Portaltilgang",,"Tilgang til fellesløsning eller løsning i en annen virksomhet, for eksempel gjennom en portal med innlogging.",,,"Teknisk","Eksisterer","Pasientens journaldokumenter, Pasientens kritiske informasjon, Pasientens prøvesvar","Helsedirektoratet",,"Oversikt over tekniske samhandlingsformer","https://www.helsedirektoratet.no/digitalisering-og-e-helse/nasjonal-arkitektur/oversikt-over-digitale-samhandlingsformer#tekniskesamhandlingsformer"
"Teknisk samhandlingsform ","Samhandlingsform: Datadeling",,"Deling av data mellom helseaktører og med innbygger gjennom felles ressurser eller tjenester i sanntid. For eksempel kan API-er benyttes for å dele strukturerte data.",,,"Teknisk","Eksisterer","Pasientens kritiske informasjon, Pasientens prøvesvar, Pasientens legemiddelliste","Helsedirektoratet",,"Oversikt over tekniske samhandlingsformer","https://www.helsedirektoratet.no/digitalisering-og-e-helse/nasjonal-arkitektur/oversikt-over-digitale-samhandlingsformer#tekniskesamhandlingsformer"
"Teknisk samhandlingsform ","Samhandlingsform: Meldingsutveksling",,"Elektronisk meldingsutveksling innebærer overføring og mottak av strukturerte data fra og til kjente avsendere og mottakere og kan benyttes i den organisatoriske samhandlingsformen sende og motta.",,,"Teknisk","Eksisterer","Pasientens prøvesvar","Helsedirektoratet",,"Oversikt over tekniske samhandlingsformer","https://www.helsedirektoratet.no/digitalisering-og-e-helse/nasjonal-arkitektur/oversikt-over-digitale-samhandlingsformer#tekniskesamhandlingsformer"
"Teknisk samhandlingsform ","Samhandlingsform: Dokumentdeling",,"Dokumentdeling omhandler deling av godkjente, lesbare dokumenter, inkludert bilder, gjennom felles infrastruktur/tjenester. Der kan en 
konsument søke etter tilgjengelige dokumenter om en gitt pasient hos andre virksomheter og få tilgang til dokumentene. ",,,"Teknisk","Eksisterer","Pasientens journaldokumenter","Helsedirektoratet",,"Oversikt over tekniske samhandlingsformer","https://www.helsedirektoratet.no/digitalisering-og-e-helse/nasjonal-arkitektur/oversikt-over-digitale-samhandlingsformer#tekniskesamhandlingsformer"
"Informasjonslager ","Dokumentlager (Document Repository)",,"Tjeneste i dokumentdelingsløsninger som tilbyr oppbevaring, henting og tilgjengeliggjøring av dokumenter. Hvert samarbeidsområde må minst ha ett dokumentlager, men kan også ha flere.",,,"Teknisk","Eksisterer","Pasientens journaldokumenter","Det enkelte samarbeidsområdet",,"Målarkitektur for dokumentdeling","https://www.helsedirektoratet.no/faglige-rad/malarkitektur-for-dokumentdeling/malarkitektur-for-dokumentdeling.pdf/_/attachment/inline/189c3c04-6baa-4007-90a5-fb49312d9e1e:e327395240bcaadedde5a2daff935836ccb888b8/Målarkitektur%20for%20dokumentdeling.pdf"
"Organisatorisk samhandlingsform ","Samhandlingsform: Slå opp og tilgjengeliggjøre",,"Slå opp og tilgjengeliggjøre støtter samhandlingstjenester hvor det er behov for å tilgjengeliggjøre informasjon fra en bruker til flere andre ikke navngitte brukere. De kan da slå opp gjennom avtalte kanaler og tilegne seg denne informasjonen når de har behov for det, uavhengig av når den ble tilgjengeliggjort.",,,"Organisatorisk","Eksisterer","Pasientens journaldokumenter, Pasientens prøvesvar","Helsedirektoratet",,"Oversikt over organisatoriske samhandlingsformer","https://www.helsedirektoratet.no/digitalisering-og-e-helse/nasjonal-arkitektur/oversikt-over-digitale-samhandlingsformer#organisatoriskesamhandlingsformer"
"Informasjonsmodell ","Metadata for dokumentdeling (IHE XDS metadata)",,"Norsk profil for IHE XDS metadata. Formålet med profilen er å understøtte mest mulig lik implementering av XDS i Norge og skape en felles forståelse for hvilke metadata som kan gjøres tilgjengelig.",,"Anbefalt standard","Semantisk","Eksisterer","Pasientens journaldokumenter","Helsedirektoratet","HIS","Norsk profil for IHE XDS.b","https://www.helsedirektoratet.no/standarder/ihe-xds-metadata"
"Lov ","Helsepersonelloven",,"Loven setter krav til helsepersonells yrkesutøvelse og krav til virksomheter som yter helsehjelp. Den omfatter blant annet bestemmelser om taushetsplikt og krav til forsvarlighet.","Pasientens journaldokumenter: For samhandlingstjenesten pasientens journaldokumenter er det særlig helsepersonelloven § 45 som er relevant. Bestemmelsen er et unntak fra taushetsplikten som fastslår rett og plikt til å gjøre nødvendige og relevante opplysninger tilgjengelige for helsepersonell som trenger dem i forbindelse med helsehjelp. Det er helsepersonellet eller virksomheten som tilgjengeliggjør opplysningene for andre som har ansvaret for at vilkårene for å tilgjengeliggjøringen er oppfylt. Pasientens måledata: For samhandlingstjenesten pasientens måledata er det særlig helsepersonelloven § 45 som er relevant. Bestemmelsen er et unntak fra taushetsplikten som fastslår rett og plikt til å gjøre nødvendige og relevante opplysninger tilgjengelige for helsepersonell som trenger dem i forbindelse med helsehjelp. Det er helsepersonellet eller virksomheten som tilgjengeliggjør opplysningene for andre som har ansvaret for at vilkårene for å tilgjengeliggjøringen er oppfylt.",,"Juridisk","Eksisterer","Pasientens journaldokumenter, Pasientens kritiske informasjon, Pasientens prøvesvar, Pasientens legemiddelliste, Pasientens måledata","Helse- og omsorgsdepartementet",,"Lov om helsepersonell m.v. (helsepersonelloven) (lovdata.no)","https://lovdata.no/dokument/NL/lov/1999-07-02-64?q=helsepersonelloven"
"Krav og prinsipper ","Nasjonalt faglig råd digital hjemmeoppfølging",,"Nasjonalt råd om å tilrettelegge for digital hjemmeoppfølging",,,"Organisatorisk","Eksisterer","Pasientens måledata","Helsedirektoratet",,"Nasjonalt faglig råd digital hjemmeoppfølging","https://www.helsedirektoratet.no/faglige-rad/digital-hjemmeoppfolging"
"Kodeverk og terminologi ","SNOMED CT koder og LOINC-koder for vitale parametre",,"Liste over aktuelle SNOMEDCT koder og LOINC-koder",,,"Semantisk","Eksisterer","Pasientens måledata","Helsedirektoratet",,"SNOMED CT koder og LOINC-koder for vitale parametre","https://simplifier.net/guide/VelferdsteknologiskknutepunktDHOR4/Observation?version=current"
"Krav og prinsipper ","Målarkitektur for datadeling digital hjemmeoppfølging",,"Målarkitekturen gir råd og anbefalinger om hvordan datadeling kan tas i bruk for digital hjemmeoppfølging. Den beskriver juridiske avklaringer, samt samhandlingstjenester og fellestjenester som må etableres for å realisere digital samhandling i form av datadeling. Målarkitekturen forutsetter felles spesifikasjoner av informasjonsmodeller og grensesnitt, og at noen fellestjenester utvikles og tas i bruk. Målarkitekturen er tilgjengelig fra referansekatalogens temaside om arkitektur og informasjonssikkerhet. ",,,"Organisatorisk","Eksisterer","Pasientens måledata","Helsedirektoratet",,"Målarkitektur for datadeling i digital hjemmeoppfølging","https://www.helsedirektoratet.no/digitalisering-og-e-helse/referansekatalogen-for-e-helse/arkitektur-og-informasjonssikkerhet"
"Kodeverk og terminologi ","Begrepsdefinisjoner for tilgangsbegrensning mv. i behandlingsrettede helseregistre",,"Formålet med begrepsdefinisjonene er enhetlig bruk av begreper for tilgangsbegrensning i behandlingsrettede helseregistre, herunder EPJ-systemer og nasjonale e?helseløsninger.",,"Nasjonal veileder","Semantisk","Eksisterer","Pasientens journaldokumenter, Pasientens prøvesvar","Helsedirektoratet",,"Begrepsdefinisjoner for tilgangsbegrensning mv. i behandlingsrettede helseregistre","https://www.helsedirektoratet.no/veiledere/begrepsdefinisjoner-for-tilgangsbegrensning-mv.i-behandlingsrettede-helseregistre"
"Samhandlingskomponent ","APIer for data inn og ut av pasientens måledata",,"Tjeneste som inneholder APIer for data inn og ut",,,"Teknisk","Eksisterer","Pasientens måledata","Norsk helsenett (NHN)",,"Pasientens måledata (PMD-API) (nhn.no)","https://utviklerportal.nhn.no/informasjonstjenester/pasientens-maaledata/"
"Samhandlingskomponent ","Velferdsteknologisk knutepunkt (VKP)",,"Velferdsteknologisk knutepunkt (VKP) er en tjeneste som håndterer informasjonsflyt mellom velferdsteknologiske løsninger og elektronisk pasientjournal (EPJ).",,,"Teknisk","Eksisterer","Pasientens måledata","Norsk helsenett (NHN)",,"Velferdsteknologisk knutepunkt (VKP) (nhn.no)","https://www.nhn.no/tjenester/velferdsteknologisk-knutepunkt"
"Lov ","Regulation on the European Health Data Space",,"EHDS-forordningen gir rammer for helhetlig informasjonsforvaltning på tvers av primær- og sekundærbruk av helsedata i EU og EØS.",,,"Juridisk","Eksisterer","Pasientens kritiske informasjon","EU-kommisjonen",,"Regulation on the European Health Data Space (European Commission)","https://health.ec.europa.eu/ehealth-digital-health-and-care/european-health-data-space-regulation-ehds_en"
"Informasjonslager ","Pasientens måledata kopilager",,"Datalager som tilbys via API hos Norsk helsenett, til dataansvarlige virksomheter for å lagre måletda som skal gjøres tilgjengelig for andre virksomheter",,,"Teknisk","Eksisterer","Pasientens måledata","Norsk helsenett (NHN)",,"Pasientens måledata (nhn.no)","https://utviklerportal.nhn.no/informasjonstjenester/pasientens-maaledata/"
"Krav og prinsipper ","Legemiddelsamstemming og legemiddelgjennomgang",,"Formålet med de faglige rådene er å bidra til god kvalitet i legemiddelbehandlingen ved å gi veiledning om rutiner og gjennomføring av legemiddelsamstemming og legemiddelgjennomgang. Målgruppen for rådene er primært helsepersonell og ledere som har ansvar for organisering og gjennomføring av tiltakene, men også pasienter og pårørende vil kunne ha nytte av rådene.",,,"Organisatorisk","Eksisterer","Pasientens legemiddelliste","Helsedirektoratet",,"Legemiddelsamstemming og legemiddelgjennomgang","https://www.helsedirektoratet.no/faglige-rad/legemiddelsamstemming-og-legemiddelgjennomgang"
"Krav og prinsipper ","Implementeringsveileder for FHIR-profiler for digital hjemmeoppfølging",,"Beskrivelse av FHIR-profiler for digital hjemmeoppfølging, basert på Velferdsteknologisk knutepunkt (VKP).",,,"Semantisk","Eksisterer","Pasientens måledata","Helsedirektoratet",,"Implementeringsveileder for FHIR-profiler for digital hjemmeoppfølging (simplifier.net)","https://simplifier.net/guide/velferdsteknologiskknutepunktdhor4/introduction?version=current"
"Krav og prinsipper ","Løsningsbeskrivelse for pasientens måledata",,"Beskrivelse og skisser av arkitekturen i pasientens måledata",,,"Teknisk","Eksisterer","Pasientens måledata","Norsk helsenett (NHN)",,"Løsningsbeskrivelse for pasientens måledata (nhn.no)","https://utviklerportal.nhn.no/informasjonstjenester/pasientens-maaledata/"
"Krav og prinsipper ","Dataansvar for nasjonale e-helseløsninger",,"Omhandler prinsipper for plassering av dataansvar for nasjonale e-helseløsninger.",,,"Organisatorisk","Eksisterer","Pasientens journaldokumenter, Pasientens prøvesvar, Pasientens måledata","Helse- og omsorgsdepartementet",,"Nasjonal helse- og samhandlingsplan 2024?2027 (regjeringen.no)","https://www.regjeringen.no/no/dokumenter/meld.-st.-9-20232024/id3027594/?ch=9#kap9-4-1"
"Teknisk grensesnitt ","Grensensittbeskrivelse (API) pasientens måledata",,"Dokumentasjon av APIet som tilbyes av Norsk helsenett for pasientens måledata",,,"Teknisk","Eksisterer","Pasientens måledata","Norsk helsenett (NHN)",,"Grensensittbeskrivelse (API) pasientens måledata (nhn.no)","https://utviklerportal.nhn.no/informasjonstjenester/pasientens-maaledata/"
"Lov ","Høring om forslag til endringer i reglene om taushetsplikt",,"Forslag til endringer i reglene om taushetsplikt i helsepersonelloven og pasientjournalloven mv. har vært på høring. Helse- og omsorgsdepartementet arbeider med å følge opp høringsinnspillene.",,,"Juridisk","Under utvikling","Pasientens journaldokumenter, Pasientens måledata","Helse- og omsorgsdepartementet",,"Høring - forslag til endringer i reglene om taushetsplikt i helsepersonelloven og pasientjournalloven mv. (regjeringen.no)","https://www.regjeringen.no/no/dokumenter/horing-forslag-til-endringer-i-reglene-om-taushetsplikt-i-helsepersonelloven-og-pasientjournalloven-mv/id3054526/"
